==8245== NVPROF is profiling process 8245, command: python3 deploy3.py
==8245== Warning: Unified Memory Profiling is not supported on the underlying platform. System requirements for unified memory can be found at: http://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#um-requirements
==8245== Profiling application: python3 deploy3.py
==8245== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
38.0976s  72.760us             (1 32 1)       (64 13 1)        32  16.250KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::winograd_nonfused::winogradForwardFilter9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>) [11676]
38.0976s  564.85us            (1 1 169)       (256 1 1)        50  16.000KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  maxwell_sgemm_128x32_nn [11678]
38.0982s  1.1838ms             (4 32 1)       (936 1 1)        31  32.906KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::winograd_nonfused::winogradForwardOutput9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>) [11680]
38.0994s  206.56us              (1 1 1)      (1024 1 1)        14        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNCHWKernel<float>(int, float const *, float const , tensorflow::BiasNCHWKernel<float>*, int, int) [11682]
38.0996s  91.459us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(float, int=1) [11683]
38.0997s  119.32us             (1 4 32)        (98 2 1)        40        0B  3.0625KB         -           -           -           -  NVIDIA Tegra X1         1        20  void pooling_fw_4d_kernel<float, float, cudnn::maxpooling_func<float, cudnnNanPropagation_t=0>, int=0, bool=0>(cudnnTensorStruct, float const *, cudnnTensorStruct, float*, cudnnPoolingStruct, float, float, int, cudnn::reduced_divisor, cudnn::reduced_divisor) [11685]
38.0998s  50.000us             (64 1 1)       (256 1 1)        32  4.1250KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::SwapDimension1And2InTensor3UsingTiles<unsigned int, int=256, int=32, int=32, bool=0>(unsigned int const *, tensorflow::functor::Dimension<int=3>, tensorflow::functor::SwapDimension1And2InTensor3UsingTiles<unsigned int, int=256, int=32, int=32, bool=0>*) [11687]
38.0999s  653.81us              (4 8 1)       (128 1 1)       153  16.516KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  sgemm_32x32x32_NN_vec [11688]
38.1005s  25.365us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNHWCKernel<float>(int, float const *, float const , tensorflow::BiasNHWCKernel<float>*, int) [11690]
38.1006s  8.1250us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(float, int=1) [11691]
38.1006s  30.052us              (1 1 1)       (128 1 1)       153  16.516KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  sgemm_32x32x32_NN [11692]
38.1006s  1.7710us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNHWCKernel<float>(int, float const *, float const , tensorflow::BiasNHWCKernel<float>*, int) [11694]
38.1006s  2.8130us              (8 1 1)       (128 1 1)        28        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::RowReduceKernel<float const *, float*, cub::Max>(float const *, float*, int, int, cub::Max, std::iterator_traits<tensorflow::functor::RowReduceKernel<float const *, float*, cub::Max>>::value_type) [11695]
38.1006s  3.8540us              (8 1 1)       (128 1 1)        28        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::RowReduceKernel<cub::TransformInputIterator<float, tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::SubtractAndExpFunctor<float, float>, cub::CountingInputIterator<int, long>, long>, float*, cub::Sum>(float, float, int, int, float, std::iterator_traits<tensorflow::functor::RowReduceKernel<cub::TransformInputIterator<float, tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::SubtractAndExpFunctor<float, float>, cub::CountingInputIterator<int, long>, long>, float*, cub::Sum>>::value_type) [11696]
38.1006s  10.000us              (1 1 1)       (128 1 1)        32        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::GenerateNormalizedProb<float, float, int=4>(float const *, float const *, float const , tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::GenerateNormalizedProb<float, float, int=4>*, int, int, bool) [11697]
38.1006s  2.2920us              (1 1 1)      (1024 1 1)        12        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<__int64, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<__int64 const , __int64 const >, Eigen::TensorMap<Eigen::Tensor<__int64, int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorMap<Eigen::Tensor<__int64 const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, long>(__int64, int=1) [11698]
38.1006s  3.8540us                    -               -         -         -         -  24.500KB  6.0625GB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
38.1009s  6.4060us              (2 1 1)      (1024 1 1)        10        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorConversionOp<float, Eigen::TensorMap<Eigen::Tensor<unsigned char const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, long>(float, int=1) [11719]
38.1011s  4.4280us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>(int, float const *, tensorflow::functor::Dimension<int=3>, tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>*) [11720]
38.1014s  906.46us            (784 1 1)         (8 8 1)        71  2.2500KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void implicit_convolve_sgemm<float, float, int=128, int=5, int=5, int=3, int=3, int=3, int=1, bool=0, bool=1, bool=1>(int, int, int, float const *, int, float*, float const *, kernel_conv_params, __int64, int, float, float, int, float const *, float const *, int, int) [11723]
38.1024s  757.56us              (1 1 1)      (1024 1 1)        14        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNCHWKernel<float>(int, float const *, float const , tensorflow::BiasNCHWKernel<float>*, int, int) [11725]
38.1031s  351.10us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(float, int=1) [11726]
38.1035s  422.55us             (2 8 32)       (196 1 1)        40        0B  3.0625KB         -           -           -           -  NVIDIA Tegra X1         1        20  void pooling_fw_4d_kernel<float, float, cudnn::maxpooling_func<float, cudnnNanPropagation_t=0>, int=0, bool=0>(cudnnTensorStruct, float const *, cudnnTensorStruct, float*, cudnnPoolingStruct, float, float, int, cudnn::reduced_divisor, cudnn::reduced_divisor) [11728]
38.1039s  40.417us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>(int, float const *, tensorflow::functor::Dimension<int=3>, tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>*) [11730]
38.1039s  1.0729ms             (4 32 1)       (936 1 1)        32  47.531KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::winograd_nonfused::winogradForwardData9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>) [11733]
38.1050s  72.396us             (1 32 1)       (64 13 1)        32  16.250KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::winograd_nonfused::winogradForwardFilter9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>) [11734]
38.1051s  571.30us            (1 1 169)       (256 1 1)        50  16.000KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  maxwell_sgemm_128x32_nn [11736]
38.1057s  1.1874ms             (4 32 1)       (936 1 1)        31  32.906KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::winograd_nonfused::winogradForwardOutput9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>) [11738]
38.1068s  204.79us              (1 1 1)      (1024 1 1)        14        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNCHWKernel<float>(int, float const *, float const , tensorflow::BiasNCHWKernel<float>*, int, int) [11740]
38.1071s  92.812us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(float, int=1) [11741]
38.1072s  123.02us             (1 4 32)        (98 2 1)        40        0B  3.0625KB         -           -           -           -  NVIDIA Tegra X1         1        20  void pooling_fw_4d_kernel<float, float, cudnn::maxpooling_func<float, cudnnNanPropagation_t=0>, int=0, bool=0>(cudnnTensorStruct, float const *, cudnnTensorStruct, float*, cudnnPoolingStruct, float, float, int, cudnn::reduced_divisor, cudnn::reduced_divisor) [11743]
38.1073s  49.948us             (64 1 1)       (256 1 1)        32  4.1250KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::SwapDimension1And2InTensor3UsingTiles<unsigned int, int=256, int=32, int=32, bool=0>(unsigned int const *, tensorflow::functor::Dimension<int=3>, tensorflow::functor::SwapDimension1And2InTensor3UsingTiles<unsigned int, int=256, int=32, int=32, bool=0>*) [11745]
38.1073s  712.55us              (4 8 1)       (128 1 1)       153  16.516KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  sgemm_32x32x32_NN_vec [11746]
38.1081s  24.427us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNHWCKernel<float>(int, float const *, float const , tensorflow::BiasNHWCKernel<float>*, int) [11748]
38.1081s  8.2810us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(float, int=1) [11749]
38.1081s  30.626us              (1 1 1)       (128 1 1)       153  16.516KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  sgemm_32x32x32_NN [11750]
